pk_tempo,pk_localização_geográfica,PIB da Unidade da Federação,População da Unidade da Federação
3,1076,428571,7338473
3,1082,428571,7338473
3,1140,428571,7338473
3,1141,428571,7338473
3,1146,428571,7338473
3,1155,428571,7338473
3,12,581284,11466630
3,13,581284,11466630
3,14,581284,11466630
3,17,581284,11466630
3,19,581284,11466630
3,20,581284,11466630
3,22,581284,11466630
3,90,581284,11466630
3,91,581284,11466630
3,92,581284,11466630
3,107,581284,11466630
3,108,581284,11466630
3,115,581284,11466630
3,116,581284,11466630
3,120,581284,11466630
3,137,581284,11466630
3,149,581284,11466630
3,155,581284,11466630
3,156,581284,11466630
3,234,581284,11466630
3,263,581284,11466630
3,343,581284,11466630
3,381,581284,11466630
3,395,581284,11466630
3,399,581284,11466630
3,427,581284,11466630
3,436,581284,11466630
3,437,581284,11466630
3,461,581284,11466630
3,490,581284,11466630
3,499,581284,11466630
3,506,581284,11466630
3,512,581284,11466630
3,516,581284,11466630
3,561,581284,11466630
3,578,581284,11466630
3,593,581284,11466630
3,600,581284,11466630
3,619,581284,11466630
3,658,581284,11466630
3,704,581284,11466630
3,778,581284,11466630
3,827,581284,11466630
3,828,581284,11466630
3,854,581284,11466630
3,861,581284,11466630
3,866,581284,11466630
3,933,581284,11466630
3,1049,581284,11466630
3,1094,581284,11466630
3,1130,581284,11466630
3,1154,581284,11466630
3,104,142204,2839188
3,166,142204,2839188
3,196,142204,2839188
3,222,142204,2839188
3,223,142204,2839188
3,233,142204,2839188
3,250,142204,2839188
3,268,142204,2839188
3,269,142204,2839188
3,342,142204,2839188
3,457,142204,2839188
3,596,142204,2839188
3,663,142204,2839188
3,903,142204,2839188
3,906,142204,2839188
3,911,142204,2839188
3,922,142204,2839188
3,992,142204,2839188
3,1150,142204,2839188
3,1,233390,3567234
3,178,233390,3567234
3,197,233390,3567234
3,198,233390,3567234
3,200,233390,3567234
3,201,233390,3567234
3,202,233390,3567234
3,253,233390,3567234
3,282,233390,3567234
3,294,233390,3567234
3,295,233390,3567234
3,374,233390,3567234
3,384,233390,3567234
3,410,233390,3567234
3,412,233390,3567234
3,414,233390,3567234
3,475,233390,3567234
3,500,233390,3567234
3,667,233390,3567234
3,668,233390,3567234
3,725,233390,3567234
3,737,233390,3567234
3,741,233390,3567234
3,746,233390,3567234
3,770,233390,3567234
3,877,233390,3567234
3,887,233390,3567234
3,888,233390,3567234
3,957,233390,3567234
3,991,233390,3567234
3,1018,233390,3567234
3,1034,233390,3567234
3,1069,233390,3567234
3,1087,233390,3567234
3,1241,233390,3567234
3,1276,233390,3567234
3,36,269628,7206589
3,103,269628,7206589
3,187,269628,7206589
3,193,269628,7206589
3,194,269628,7206589
3,207,269628,7206589
3,208,269628,7206589
3,228,269628,7206589
3,236,269628,7206589
3,264,269628,7206589
3,297,269628,7206589
3,299,269628,7206589
3,301,269628,7206589
3,304,269628,7206589
3,309,269628,7206589
3,368,269628,7206589
3,371,269628,7206589
3,445,269628,7206589
3,450,269628,7206589
3,463,269628,7206589
3,484,269628,7206589
3,502,269628,7206589
3,526,269628,7206589
3,528,269628,7206589
3,531,269628,7206589
3,533,269628,7206589
3,539,269628,7206589
3,544,269628,7206589
3,546,269628,7206589
3,554,269628,7206589
3,606,269628,7206589
3,616,269628,7206589
3,625,269628,7206589
3,647,269628,7206589
3,700,269628,7206589
3,713,269628,7206589
3,748,269628,7206589
3,755,269628,7206589
3,793,269628,7206589
3,834,269628,7206589
3,882,269628,7206589
3,886,269628,7206589
3,892,269628,7206589
3,893,269628,7206589
3,913,269628,7206589
3,934,269628,7206589
3,958,269628,7206589
3,960,269628,7206589
3,962,269628,7206589
3,964,269628,7206589
3,967,269628,7206589
3,1009,269628,7206589
3,1012,269628,7206589
3,1052,269628,7206589
3,1053,269628,7206589
3,1060,269628,7206589
3,1078,269628,7206589
3,1090,269628,7206589
3,1093,269628,7206589
3,1104,269628,7206589
3,1106,269628,7206589
3,1108,269628,7206589
3,1110,269628,7206589
3,1119,269628,7206589
3,1120,269628,7206589
3,1124,269628,7206589
3,1158,269628,7206589
3,1163,269628,7206589
3,1186,269628,7206589
3,1188,269628,7206589
3,1220,269628,7206589
3,1228,269628,7206589
3,1256,269628,7206589
3,1265,269628,7206589
3,1272,269628,7206589
3,2,286944,3094325
3,771,286944,3094325
4,117,66795,1581196
4,173,66795,1581196
4,203,66795,1581196
4,212,66795,1581196
4,300,66795,1581196
4,370,66795,1581196
4,406,66795,1581196
4,420,66795,1581196
4,483,66795,1581196
4,750,66795,1581196
4,841,66795,1581196
4,875,66795,1581196
4,889,66795,1581196
4,961,66795,1581196
4,979,66795,1581196
4,1011,66795,1581196
4,1031,66795,1581196
4,1039,66795,1581196
4,1077,66795,1581196
4,1235,66795,1581196
4,142,23676,830018
4,425,23676,830018
4,4,145140,3941613
4,735,145140,3941613
4,760,145140,3941613
4,761,145140,3941613
4,762,145140,3941613
4,763,145140,3941613
4,1248,145140,3941613
4,199,21095,636707
4,33,236142,8120131
4,118,236142,8120131
4,426,236142,8120131
4,451,236142,8120131
4,452,236142,8120131
4,466,236142,8120131
4,494,236142,8120131
4,551,236142,8120131
4,566,236142,8120131
4,595,236142,8120131
4,605,236142,8120131
4,624,236142,8120131
4,635,236142,8120131
4,640,236142,8120131
4,643,236142,8120131
4,644,236142,8120131
4,665,236142,8120131
4,702,236142,8120131
4,714,236142,8120131
4,734,236142,8120131
4,744,236142,8120131
4,751,236142,8120131
4,791,236142,8120131
4,842,236142,8120131
4,1043,236142,8120131
4,1054,236142,8120131
4,1063,236142,8120131
4,1083,236142,8120131
4,1123,236142,8120131
4,1135,236142,8120131
4,1149,236142,8120131
4,1157,236142,8120131
4,1169,236142,8120131
4,1177,236142,8120131
4,1178,236142,8120131
4,1180,236142,8120131
4,1182,236142,8120131
4,1183,236142,8120131
4,1198,236142,8120131
4,1229,236142,8120131
4,1244,236142,8120131
4,1251,236142,8120131
4,1271,236142,8120131
4,210,23614,733759
4,527,23614,733759
4,895,23614,733759
4,1105,23614,733759
4,119,58209,1511460
4,190,58209,1511460
4,356,58209,1511460
4,394,58209,1511460
4,432,58209,1511460
4,480,58209,1511460
4,507,58209,1511460
4,636,58209,1511460
4,637,58209,1511460
4,641,58209,1511460
4,1073,58209,1511460
4,1074,58209,1511460
4,1095,58209,1511460
4,1179,58209,1511460
4,141,139789,6776699
4,326,139789,6776699
4,372,139789,6776699
4,409,139789,6776699
4,415,139789,6776699
4,465,139789,6776699
4,495,139789,6776699
4,509,139789,6776699
4,524,139789,6776699
4,550,139789,6776699
4,646,139789,6776699
4,649,139789,6776699
4,660,139789,6776699
4,664,139789,6776699
4,674,139789,6776699
4,681,139789,6776699
4,684,139789,6776699
4,687,139789,6776699
4,694,139789,6776699
4,717,139789,6776699
4,754,139789,6776699
4,857,139789,6776699
4,981,139789,6776699
4,1013,139789,6776699
4,1032,139789,6776699
4,1035,139789,6776699
4,1062,139789,6776699
4,1084,139789,6776699
4,1096,139789,6776699
4,1103,139789,6776699
4,1122,139789,6776699
4,1185,139789,6776699
4,1189,139789,6776699
4,1195,139789,6776699
4,1197,139789,6776699
4,1204,139789,6776699
4,1209,139789,6776699
4,1212,139789,6776699
4,1216,139789,6776699
4,1232,139789,6776699
4,1255,139789,6776699
4,5,72835,3271199
4,328,72835,3271199
4,344,72835,3271199
4,453,72835,3271199
4,462,72835,3271199
4,487,72835,3271199
4,498,72835,3271199
4,532,72835,3271199
4,569,72835,3271199
4,642,72835,3271199
4,652,72835,3271199
4,675,72835,3271199
4,676,72835,3271199
4,765,72835,3271199
4,773,72835,3271199
4,983,72835,3271199
4,993,72835,3271199
4,1055,72835,3271199
4,1059,72835,3271199
4,1080,72835,3271199
4,1085,72835,3271199
4,1109,72835,3271199
4,1137,72835,3271199
4,1181,72835,3271199
4,1190,72835,3271199
4,1206,72835,3271199
4,1207,72835,3271199
4,1261,72835,3271199
4,26,213601,8794957
4,56,213601,8794957
4,189,213601,8794957
4,289,213601,8794957
4,327,213601,8794957
4,423,213601,8794957
4,428,213601,8794957
4,431,213601,8794957
4,458,213601,8794957
4,549,213601,8794957
4,568,213601,8794957
4,597,213601,8794957
4,601,213601,8794957
4,628,213601,8794957
4,633,213601,8794957
4,639,213601,8794957
4,645,213601,8794957
4,648,213601,8794957
4,650,213601,8794957
4,677,213601,8794957
4,695,213601,8794957
4,703,213601,8794957
4,705,213601,8794957
4,710,213601,8794957
4,715,213601,8794957
4,720,213601,8794957
4,743,213601,8794957
4,747,213601,8794957
4,756,213601,8794957
4,759,213601,8794957
4,766,213601,8794957
4,768,213601,8794957
4,785,213601,8794957
4,806,213601,8794957
4,884,213601,8794957
4,952,213601,8794957
4,982,213601,8794957
4,1041,213601,8794957
4,1046,213601,8794957
4,1058,213601,8794957
4,1121,213601,8794957
4,1136,213601,8794957
4,1151,213601,8794957
4,1170,213601,8794957
4,1176,213601,8794957
4,1184,213601,8794957
4,1187,213601,8794957
4,1201,213601,8794957
4,1217,213601,8794957
4,1221,213601,8794957
4,1222,213601,8794957
4,1226,213601,8794957
4,1231,213601,8794957
4,1234,213601,8794957
4,1246,213601,8794957
4,1250,213601,8794957
4,1254,213601,8794957
4,1263,213601,8794957
4,1264,213601,8794957
4,1266,213601,8794957
4,1273,213601,8794957
4,42,93819,3302729
4,145,93819,3302729
4,442,93819,3302729
4,511,93819,3302729
4,520,93819,3302729
4,521,93819,3302729
4,589,93819,3302729
4,742,93819,3302729
4,799,93819,3302729
4,1100,93819,3302729
4,1101,93819,3302729
4,1249,93819,3302729
4,99,86094,3974687
4,143,86094,3974687
4,238,86094,3974687
4,239,86094,3974687
4,504,86094,3974687
4,698,86094,3974687
4,719,86094,3974687
4,726,86094,3974687
4,739,86094,3974687
4,831,86094,3974687
4,858,86094,3974687
4,914,86094,3974687
4,915,86094,3974687
4,1092,86094,3974687
4,1219,86094,3974687
4,1233,86094,3974687
4,1242,86094,3974687
4,1243,86094,3974687
4,11,245828,9058931
4,43,245828,9058931
4,44,245828,9058931
4,70,245828,9058931
4,72,245828,9058931
4,161,245828,9058931
4,167,245828,9058931
4,169,245828,9058931
4,170,245828,9058931
4,172,245828,9058931
4,174,245828,9058931
4,175,245828,9058931
4,176,245828,9058931
4,179,245828,9058931
4,192,245828,9058931
4,230,245828,9058931
4,232,245828,9058931
4,247,245828,9058931
4,296,245828,9058931
4,363,245828,9058931
4,369,245828,9058931
4,377,245828,9058931
4,403,245828,9058931
4,518,245828,9058931
4,540,245828,9058931
4,585,245828,9058931
4,632,245828,9058931
4,692,245828,9058931
4,716,245828,9058931
4,723,245828,9058931
4,758,245828,9058931
4,873,245828,9058931
4,910,245828,9058931
4,1004,245828,9058931
4,1010,245828,9058931
4,1214,245828,9058931
4,1238,245828,9058931
4,1262,245828,9058931
4,1269,245828,9058931
4,28,76066,3127683
4,434,76066,3127683
4,478,76066,3127683
4,496,76066,3127683
4,678,76066,3127683
4,769,76066,3127683
4,786,76066,3127683
4,1047,76066,3127683
4,1071,76066,3127683
4,3,57372,2210004
4,105,57372,2210004
4,510,57372,2210004
4,617,57372,2210004
4,685,57372,2210004
4,736,57372,2210004
4,753,57372,2210004
4,772,57372,2210004
4,1210,57372,2210004
4,1230,57372,2210004
4,23,402647,14141626
4,34,402647,14141626
4,165,402647,14141626
4,171,402647,14141626
4,244,402647,14141626
4,254,402647,14141626
4,312,402647,14141626
4,333,402647,14141626
4,335,402647,14141626
4,353,402647,14141626
4,354,402647,14141626
4,355,402647,14141626
4,387,402647,14141626
4,421,402647,14141626
4,424,402647,14141626
4,433,402647,14141626
4,435,402647,14141626
4,441,402647,14141626
4,459,402647,14141626
4,467,402647,14141626
4,468,402647,14141626
4,470,402647,14141626
4,476,402647,14141626
4,481,402647,14141626
4,508,402647,14141626
4,522,402647,14141626
4,553,402647,14141626
4,558,402647,14141626
4,583,402647,14141626
4,590,402647,14141626
4,591,402647,14141626
4,603,402647,14141626
4,622,402647,14141626
4,629,402647,14141626
4,634,402647,14141626
4,651,402647,14141626
4,659,402647,14141626
4,662,402647,14141626
4,669,402647,14141626
4,672,402647,14141626
4,673,402647,14141626
4,682,402647,14141626
4,683,402647,14141626
4,688,402647,14141626
4,740,402647,14141626
4,752,402647,14141626
4,783,402647,14141626
4,874,402647,14141626
4,925,402647,14141626
4,1001,402647,14141626
4,1042,402647,14141626
4,1048,402647,14141626
4,1064,402647,14141626
4,1070,402647,14141626
4,1088,402647,14141626
4,1127,402647,14141626
4,1145,402647,14141626
4,1167,402647,14141626
4,1171,402647,14141626
4,1200,402647,14141626
4,1247,402647,14141626
4,1270,402647,14141626
4,1274,402647,14141626
4,6,906731,20539989
4,8,906731,20539989
4,16,906731,20539989
4,25,906731,20539989
4,27,906731,20539989
4,57,906731,20539989
4,58,906731,20539989
4,62,906731,20539989
4,67,906731,20539989
4,69,906731,20539989
4,74,906731,20539989
4,75,906731,20539989
4,88,906731,20539989
4,89,906731,20539989
4,94,906731,20539989
4,95,906731,20539989
4,98,906731,20539989
4,102,906731,20539989
4,110,906731,20539989
4,133,906731,20539989
4,140,906731,20539989
4,144,906731,20539989
4,147,906731,20539989
4,148,906731,20539989
4,153,906731,20539989
4,157,906731,20539989
4,168,906731,20539989
4,181,906731,20539989
4,182,906731,20539989
4,191,906731,20539989
4,205,906731,20539989
4,209,906731,20539989
4,217,906731,20539989
4,226,906731,20539989
4,229,906731,20539989
4,231,906731,20539989
4,237,906731,20539989
4,246,906731,20539989
4,255,906731,20539989
4,270,906731,20539989
4,285,906731,20539989
4,292,906731,20539989
4,311,906731,20539989
4,314,906731,20539989
4,330,906731,20539989
4,334,906731,20539989
4,337,906731,20539989
4,339,906731,20539989
4,341,906731,20539989
4,358,906731,20539989
4,360,906731,20539989
4,361,906731,20539989
4,362,906731,20539989
4,385,906731,20539989
4,396,906731,20539989
4,400,906731,20539989
4,408,906731,20539989
4,411,906731,20539989
4,417,906731,20539989
4,419,906731,20539989
4,430,906731,20539989
4,438,906731,20539989
4,446,906731,20539989
4,454,906731,20539989
4,455,906731,20539989
4,456,906731,20539989
4,460,906731,20539989
4,477,906731,20539989
4,479,906731,20539989
4,482,906731,20539989
4,492,906731,20539989
4,493,906731,20539989
4,515,906731,20539989
4,517,906731,20539989
4,525,906731,20539989
4,529,906731,20539989
4,530,906731,20539989
4,534,906731,20539989
4,535,906731,20539989
4,545,906731,20539989
4,548,906731,20539989
4,557,906731,20539989
4,562,906731,20539989
4,563,906731,20539989
4,577,906731,20539989
4,581,906731,20539989
4,582,906731,20539989
4,587,906731,20539989
4,607,906731,20539989
4,608,906731,20539989
4,609,906731,20539989
4,610,906731,20539989
4,611,906731,20539989
4,612,906731,20539989
4,613,906731,20539989
4,614,906731,20539989
4,615,906731,20539989
4,626,906731,20539989
4,627,906731,20539989
4,666,906731,20539989
4,671,906731,20539989
4,689,906731,20539989
4,690,906731,20539989
4,693,906731,20539989
4,706,906731,20539989
4,708,906731,20539989
4,711,906731,20539989
4,732,906731,20539989
4,738,906731,20539989
4,749,906731,20539989
4,775,906731,20539989
4,780,906731,20539989
4,784,906731,20539989
4,807,906731,20539989
4,811,906731,20539989
4,826,906731,20539989
4,837,906731,20539989
4,859,906731,20539989
4,864,906731,20539989
4,885,906731,20539989
4,894,906731,20539989
4,907,906731,20539989
4,909,906731,20539989
4,920,906731,20539989
4,926,906731,20539989
4,955,906731,20539989
4,969,906731,20539989
4,985,906731,20539989
4,989,906731,20539989
4,1036,906731,20539989
4,1038,906731,20539989
4,1045,906731,20539989
4,1056,906731,20539989
4,1057,906731,20539989
4,1075,906731,20539989
4,1086,906731,20539989
4,1097,906731,20539989
4,1107,906731,20539989
4,1131,906731,20539989
4,1132,906731,20539989
4,1144,906731,20539989
4,1159,906731,20539989
4,1160,906731,20539989
4,1161,906731,20539989
4,1162,906731,20539989
4,1199,906731,20539989
4,1203,906731,20539989
4,1215,906731,20539989
4,1224,906731,20539989
4,1239,906731,20539989
4,47,182549,3833712
4,84,182549,3833712
4,150,182549,3833712
4,163,182549,3833712
4,185,182549,3833712
4,204,182549,3833712
4,216,182549,3833712
4,252,182549,3833712
4,265,182549,3833712
4,266,182549,3833712
4,267,182549,3833712
4,291,182549,3833712
4,321,182549,3833712
4,331,182549,3833712
4,357,182549,3833712
4,398,182549,3833712
4,444,182549,3833712
4,464,182549,3833712
4,497,182549,3833712
4,505,182549,3833712
4,580,182549,3833712
4,621,182549,3833712
4,801,182549,3833712
4,822,182549,3833712
4,862,182549,3833712
4,871,182549,3833712
4,880,182549,3833712
4,890,182549,3833712
4,924,182549,3833712
4,935,182549,3833712
4,936,182549,3833712
4,937,182549,3833712
4,954,182549,3833712
4,975,182549,3833712
4,986,182549,3833712
4,1002,182549,3833712
4,1025,182549,3833712
4,1051,182549,3833712
4,1061,182549,3833712
4,1143,182549,3833712
4,1166,182549,3833712
4,15,1153512,16055174
4,24,1153512,16055174
4,53,1153512,16055174
4,68,1153512,16055174
4,97,1153512,16055174
4,121,1153512,16055174
4,122,1153512,16055174
4,123,1153512,16055174
4,126,1153512,16055174
4,127,1153512,16055174
4,132,1153512,16055174
4,134,1153512,16055174
4,135,1153512,16055174
4,146,1153512,16055174
4,162,1153512,16055174
4,220,1153512,16055174
4,251,1153512,16055174
4,449,1153512,16055174
4,469,1153512,16055174
4,473,1153512,16055174
4,572,1153512,16055174
4,573,1153512,16055174
4,574,1153512,16055174
4,599,1153512,16055174
4,654,1153512,16055174
4,697,1153512,16055174
4,724,1153512,16055174
4,728,1153512,16055174
4,731,1153512,16055174
4,733,1153512,16055174
4,764,1153512,16055174
4,779,1153512,16055174
4,830,1153512,16055174
4,843,1153512,16055174
4,846,1153512,16055174
4,851,1153512,16055174
4,860,1153512,16055174
4,870,1153512,16055174
4,923,1153512,16055174
4,1006,1153512,16055174
4,1067,1153512,16055174
4,1139,1153512,16055174
4,1153,1153512,16055174
4,1253,1153512,16055174
4,1260,1153512,16055174
4,1267,1153512,16055174
4,7,3130333,44411238
4,18,3130333,44411238
4,21,3130333,44411238
4,29,3130333,44411238
4,30,3130333,44411238
4,31,3130333,44411238
4,32,3130333,44411238
4,38,3130333,44411238
4,39,3130333,44411238
4,40,3130333,44411238
4,41,3130333,44411238
4,45,3130333,44411238
4,48,3130333,44411238
4,55,3130333,44411238
4,59,3130333,44411238
4,60,3130333,44411238
4,61,3130333,44411238
4,63,3130333,44411238
4,64,3130333,44411238
4,65,3130333,44411238
4,66,3130333,44411238
4,71,3130333,44411238
4,73,3130333,44411238
4,76,3130333,44411238
4,77,3130333,44411238
4,78,3130333,44411238
4,79,3130333,44411238
4,80,3130333,44411238
4,81,3130333,44411238
4,82,3130333,44411238
4,83,3130333,44411238
4,85,3130333,44411238
4,86,3130333,44411238
4,87,3130333,44411238
4,96,3130333,44411238
4,100,3130333,44411238
4,101,3130333,44411238
4,106,3130333,44411238
4,112,3130333,44411238
4,113,3130333,44411238
4,124,3130333,44411238
4,128,3130333,44411238
4,129,3130333,44411238
4,131,3130333,44411238
4,136,3130333,44411238
4,138,3130333,44411238
4,151,3130333,44411238
4,154,3130333,44411238
4,160,3130333,44411238
4,164,3130333,44411238
4,177,3130333,44411238
4,180,3130333,44411238
4,184,3130333,44411238
4,186,3130333,44411238
4,188,3130333,44411238
4,195,3130333,44411238
4,211,3130333,44411238
4,213,3130333,44411238
4,214,3130333,44411238
4,218,3130333,44411238
4,219,3130333,44411238
4,221,3130333,44411238
4,224,3130333,44411238
4,225,3130333,44411238
4,227,3130333,44411238
4,235,3130333,44411238
4,241,3130333,44411238
4,242,3130333,44411238
4,243,3130333,44411238
4,248,3130333,44411238
4,249,3130333,44411238
4,256,3130333,44411238
4,259,3130333,44411238
4,260,3130333,44411238
4,261,3130333,44411238
4,262,3130333,44411238
4,271,3130333,44411238
4,273,3130333,44411238
4,274,3130333,44411238
4,275,3130333,44411238
4,276,3130333,44411238
4,278,3130333,44411238
4,279,3130333,44411238
4,280,3130333,44411238
4,281,3130333,44411238
4,283,3130333,44411238
4,284,3130333,44411238
4,286,3130333,44411238
4,290,3130333,44411238
4,293,3130333,44411238
4,302,3130333,44411238
4,305,3130333,44411238
4,306,3130333,44411238
4,307,3130333,44411238
4,308,3130333,44411238
4,313,3130333,44411238
4,315,3130333,44411238
4,317,3130333,44411238
4,318,3130333,44411238
4,319,3130333,44411238
4,325,3130333,44411238
4,329,3130333,44411238
4,332,3130333,44411238
4,340,3130333,44411238
4,350,3130333,44411238
4,351,3130333,44411238
4,352,3130333,44411238
4,365,3130333,44411238
4,366,3130333,44411238
4,367,3130333,44411238
4,373,3130333,44411238
4,375,3130333,44411238
4,382,3130333,44411238
4,391,3130333,44411238
4,393,3130333,44411238
4,397,3130333,44411238
4,401,3130333,44411238
4,404,3130333,44411238
4,413,3130333,44411238
4,440,3130333,44411238
4,443,3130333,44411238
4,448,3130333,44411238
4,471,3130333,44411238
4,485,3130333,44411238
4,489,3130333,44411238
4,503,3130333,44411238
4,514,3130333,44411238
4,519,3130333,44411238
4,536,3130333,44411238
4,537,3130333,44411238
4,538,3130333,44411238
4,542,3130333,44411238
4,543,3130333,44411238
4,547,3130333,44411238
4,560,3130333,44411238
4,564,3130333,44411238
4,565,3130333,44411238
4,570,3130333,44411238
4,571,3130333,44411238
4,579,3130333,44411238
4,586,3130333,44411238
4,588,3130333,44411238
4,598,3130333,44411238
4,604,3130333,44411238
4,618,3130333,44411238
4,620,3130333,44411238
4,630,3130333,44411238
4,631,3130333,44411238
4,653,3130333,44411238
4,655,3130333,44411238
4,657,3130333,44411238
4,661,3130333,44411238
4,670,3130333,44411238
4,680,3130333,44411238
4,686,3130333,44411238
4,696,3130333,44411238
4,701,3130333,44411238
4,727,3130333,44411238
4,729,3130333,44411238
4,730,3130333,44411238
4,745,3130333,44411238
4,757,3130333,44411238
4,774,3130333,44411238
4,781,3130333,44411238
4,782,3130333,44411238
4,787,3130333,44411238
4,788,3130333,44411238
4,789,3130333,44411238
4,790,3130333,44411238
4,795,3130333,44411238
4,796,3130333,44411238
4,797,3130333,44411238
4,798,3130333,44411238
4,800,3130333,44411238
4,802,3130333,44411238
4,805,3130333,44411238
4,808,3130333,44411238
4,809,3130333,44411238
4,810,3130333,44411238
4,812,3130333,44411238
4,813,3130333,44411238
4,814,3130333,44411238
4,815,3130333,44411238
4,816,3130333,44411238
4,817,3130333,44411238
4,818,3130333,44411238
4,819,3130333,44411238
4,820,3130333,44411238
4,821,3130333,44411238
4,823,3130333,44411238
4,824,3130333,44411238
4,825,3130333,44411238
4,832,3130333,44411238
4,833,3130333,44411238
4,835,3130333,44411238
4,839,3130333,44411238
4,840,3130333,44411238
4,844,3130333,44411238
4,847,3130333,44411238
4,848,3130333,44411238
4,850,3130333,44411238
4,852,3130333,44411238
4,853,3130333,44411238
4,855,3130333,44411238
4,865,3130333,44411238
4,869,3130333,44411238
4,872,3130333,44411238
4,876,3130333,44411238
4,879,3130333,44411238
4,881,3130333,44411238
4,883,3130333,44411238
4,896,3130333,44411238
4,897,3130333,44411238
4,899,3130333,44411238
4,900,3130333,44411238
4,901,3130333,44411238
4,902,3130333,44411238
4,904,3130333,44411238
4,905,3130333,44411238
4,908,3130333,44411238
4,912,3130333,44411238
4,917,3130333,44411238
4,918,3130333,44411238
4,921,3130333,44411238
4,927,3130333,44411238
4,929,3130333,44411238
4,930,3130333,44411238
4,931,3130333,44411238
4,932,3130333,44411238
4,938,3130333,44411238
4,940,3130333,44411238
4,941,3130333,44411238
4,942,3130333,44411238
4,944,3130333,44411238
4,945,3130333,44411238
4,946,3130333,44411238
4,947,3130333,44411238
4,948,3130333,44411238
4,949,3130333,44411238
4,953,3130333,44411238
4,956,3130333,44411238
4,965,3130333,44411238
4,966,3130333,44411238
4,970,3130333,44411238
4,971,3130333,44411238
4,972,3130333,44411238
4,973,3130333,44411238
4,980,3130333,44411238
4,984,3130333,44411238
4,987,3130333,44411238
4,990,3130333,44411238
4,998,3130333,44411238
4,999,3130333,44411238
4,1000,3130333,44411238
4,1007,3130333,44411238
4,1008,3130333,44411238
4,1014,3130333,44411238
4,1015,3130333,44411238
4,1017,3130333,44411238
4,1020,3130333,44411238
4,1022,3130333,44411238
4,1023,3130333,44411238
4,1024,3130333,44411238
4,1026,3130333,44411238
4,1028,3130333,44411238
4,1033,3130333,44411238
4,1065,3130333,44411238
4,1072,3130333,44411238
4,1079,3130333,44411238
4,1081,3130333,44411238
4,1091,3130333,44411238
4,1098,3130333,44411238
4,1099,3130333,44411238
4,1111,3130333,44411238
4,1112,3130333,44411238
4,1113,3130333,44411238
4,1114,3130333,44411238
4,1115,3130333,44411238
4,1116,3130333,44411238
4,1117,3130333,44411238
4,1118,3130333,44411238
4,1126,3130333,44411238
4,1129,3130333,44411238
4,1133,3130333,44411238
4,1134,3130333,44411238
4,1138,3130333,44411238
4,1142,3130333,44411238
4,1147,3130333,44411238
4,1152,3130333,44411238
4,1156,3130333,44411238
4,1165,3130333,44411238
4,1172,3130333,44411238
4,1173,3130333,44411238
4,1174,3130333,44411238
4,1175,3130333,44411238
4,1191,3130333,44411238
4,1192,3130333,44411238
4,1194,3130333,44411238
4,1196,3130333,44411238
4,1202,3130333,44411238
4,1205,3130333,44411238
4,1208,3130333,44411238
4,1211,3130333,44411238
4,1218,3130333,44411238
4,1227,3130333,44411238
4,1237,3130333,44411238
4,1240,3130333,44411238
4,1245,3130333,44411238
4,1252,3130333,44411238
4,1257,3130333,44411238
4,1258,3130333,44411238
4,1259,3130333,44411238
4,9,614611,11444380
4,10,614611,11444380
4,37,614611,11444380
4,93,614611,11444380
4,109,614611,11444380
4,111,614611,11444380
4,139,614611,11444380
4,152,614611,11444380
4,159,614611,11444380
4,183,614611,11444380
4,206,614611,11444380
4,215,614611,11444380
4,240,614611,11444380
4,245,614611,11444380
4,258,614611,11444380
4,277,614611,11444380
4,287,614611,11444380
4,288,614611,11444380
4,298,614611,11444380
4,303,614611,11444380
4,310,614611,11444380
4,320,614611,11444380
4,322,614611,11444380
4,323,614611,11444380
4,324,614611,11444380
4,336,614611,11444380
4,338,614611,11444380
4,345,614611,11444380
4,346,614611,11444380
4,347,614611,11444380
4,348,614611,11444380
4,349,614611,11444380
4,359,614611,11444380
4,364,614611,11444380
4,376,614611,11444380
4,386,614611,11444380
4,388,614611,11444380
4,389,614611,11444380
4,390,614611,11444380
4,402,614611,11444380
4,405,614611,11444380
4,422,614611,11444380
4,429,614611,11444380
4,439,614611,11444380
4,447,614611,11444380
4,472,614611,11444380
4,474,614611,11444380
4,486,614611,11444380
4,488,614611,11444380
4,501,614611,11444380
4,523,614611,11444380
4,555,614611,11444380
4,559,614611,11444380
4,592,614611,11444380
4,594,614611,11444380
4,623,614611,11444380
4,656,614611,11444380
4,679,614611,11444380
4,691,614611,11444380
4,699,614611,11444380
4,707,614611,11444380
4,709,614611,11444380
4,721,614611,11444380
4,722,614611,11444380
4,767,614611,11444380
4,776,614611,11444380
4,777,614611,11444380
4,794,614611,11444380
4,829,614611,11444380
4,836,614611,11444380
4,838,614611,11444380
4,856,614611,11444380
4,863,614611,11444380
4,868,614611,11444380
4,878,614611,11444380
4,891,614611,11444380
4,898,614611,11444380
4,916,614611,11444380
4,919,614611,11444380
4,928,614611,11444380
4,943,614611,11444380
4,950,614611,11444380
4,951,614611,11444380
4,959,614611,11444380
4,963,614611,11444380
4,968,614611,11444380
4,974,614611,11444380
4,976,614611,11444380
4,977,614611,11444380
4,978,614611,11444380
4,988,614611,11444380
4,994,614611,11444380
4,995,614611,11444380
4,996,614611,11444380
4,997,614611,11444380
4,1003,614611,11444380
4,1005,614611,11444380
4,1016,614611,11444380
4,1019,614611,11444380
4,1027,614611,11444380
4,1029,614611,11444380
4,1030,614611,11444380
